gene,strand,chr,gStart,gEnd
ST3GAL4,+,chr11,126225535,126310239
ST3GAL5,-,chr2,86066267,86116137
ST3GAL6,+,chr3,98451080,98540045
ST3GAL6-AS1,-,chr3,98433174,98451495
ST5,-,chr11,8714898,8932498
ST6GAL1,+,chr3,186648274,186796341
ST6GAL2,-,chr2,107418056,107503564
ST6GAL2-IT1,-,chr2,107439379,107441487
ST6GALNAC1,-,chr17,74620843,74639920
ST6GALNAC2,-,chr17,74559792,74583038
ST6GALNAC2P1,-,chr2,84267009,84267844
ST6GALNAC3,+,chr1,76540404,77100286
ST6GALNAC4,-,chr9,130670165,130679317
ST6GALNAC4P1,-,chr13,20392261,20392759
ST6GALNAC5,+,chr1,77333126,77531396
ST6GALNAC6,-,chr9,130647600,130667687
ST7,+,chr7,116593292,116870157
ST7-AS1,-,chr7,116592500,116594388
ST7-AS2,-,chr7,116712126,116786534
ST7-OT4,+,chr7,116593953,116738860
ST7L,-,chr1,113066140,113163447
ST8SIA1,-,chr12,22216707,22589975
ST8SIA2,+,chr15,92937058,93011958
ST8SIA3,+,chr18,55018044,55038962
ST8SIA4,-,chr5,100142639,100238970
ST8SIA5,-,chr18,44259081,44339220
ST8SIA6,-,chr10,17360382,17496329
ST8SIA6-AS1,+,chr10,17428935,17455502
STAB1,+,chr3,52529354,52558511
STAB2,+,chr12,103981051,104160505
STAC,+,chr3,36421836,36589499
STAC2,-,chr17,37366789,37382125
STAC3,-,chr12,57637236,57644976
STAG1,-,chr3,136055077,136471220
STAG2,+,chrX,123094062,123556514
STAG3,+,chr7,99775186,99819111
STAG3L1,+,chr7,74988448,75024657
STAG3L2,-,chr7,74112305,74306731
STAG3L3,-,chr7,72440227,72476445
STAG3L4,+,chr7,66767608,66786513
STAG3L5P,+,chr7,99933702,99949523
STAG3L5P-PVRIG2P-PILRB,+,chr7,99933727,99965454
STAM,+,chr10,17686124,17757913
STAM2,-,chr2,152973315,153032506
STAMBP,+,chr2,74056086,74100786
STAMBPL1,+,chr10,90639491,90734910
STAP1,+,chr4,68424446,68473055
STAP2,-,chr19,4324040,4342783
STAR,-,chr8,38001167,38008783
STARD10,-,chr11,72465774,72504726
STARD13,-,chr13,33677272,33924767
STARD13-AS,+,chr13,33845516,33855471
STARD13-IT1,-,chr13,33732724,33738546
STARD3,+,chr17,37793318,37819737
STARD3NL,+,chr7,38217824,38270272
STARD4,-,chr5,110831731,110848288
STARD4-AS1,+,chr5,110847924,111075423
STARD5,-,chr15,81601394,81616524
STARD6,-,chr18,51850728,51884334
STARD7,-,chr2,96850597,96874563
STARD7-AS1,+,chr2,96874154,96908359
STARD8,+,chrX,67867508,67945684
STARD9,+,chr15,42867857,43013179
STARP1,-,chr13,65883987,65885085
STAT1,-,chr2,191829084,191885686
STAT2,-,chr12,56735381,56753939
STAT3,-,chr17,40465342,40540586
STAT4,-,chr2,191894302,192016322
STAT5A,+,chr17,40439565,40463961
STAT5B,-,chr17,40351186,40428725
STAT6,-,chr12,57489191,57525922
STATH,+,chr4,70861647,70868287
STAU1,-,chr20,47729878,47804904
STAU2,-,chr8,74332604,74659943
STAU2-AS1,+,chr8,74332239,74353761
STC1,-,chr8,23699428,23712320
STC2,-,chr5,172741716,172756506
STEAP1,+,chr7,89783689,89794143
STEAP1B,-,chr7,22459063,22672544
STEAP2,+,chr7,89796904,89867451
STEAP2-AS1,-,chr7,89511667,89840949
STEAP3,+,chr2,119981384,120023228
STEAP3-AS1,-,chr2,120001998,120006647
STEAP4,-,chr7,87905744,87936206
STH,+,chr17,44076616,44077060
STIL,-,chr1,47715811,47779819
STIM1,+,chr11,3875757,4114439
STIM2,+,chr4,26859300,27027003
STIP1,+,chr11,63952744,63972015
STK10,-,chr5,171469077,171615390
STK11,+,chr19,1189406,1228428
STK11IP,+,chr2,220462582,220481173
STK16,+,chr2,220110177,220115059
STK17A,+,chr7,43622357,43666385
STK17B,-,chr2,196998290,197041227
STK19,+,chr6,31938868,31950598
STK19P,+,chr6,31981047,31981564
STK24,-,chr13,99102455,99230194
STK24-AS1,+,chr13,99229498,99231084
STK25,-,chr2,242432089,242449145
STK3,-,chr8,99413631,99955055
STK31,+,chr7,23749786,23872132
STK32A,+,chr5,146614526,146767415
STK32B,+,chr4,5053169,5502725
STK32C,-,chr10,134020996,134145351
STK33,-,chr11,8413418,8615836
STK33P1,+,chr9,88107494,88109009
STK35,+,chr20,2082257,2157684
STK36,+,chr2,219536749,219567439
STK38,-,chr6,36461669,36515247
STK38L,+,chr12,27396901,27478892
STK39,-,chr2,168810530,169104651
STK4,+,chr20,43595115,43708600
STK4-AS1,-,chr20,43592435,43595043
STK40,-,chr1,36805225,36851497
STMN1,-,chr1,26210672,26233482
STMN1P2,-,chr4,138346580,138347018
STMN2,+,chr8,80523049,80578410
STMN3,-,chr20,62271061,62284780
STMN4,-,chr8,27092840,27115937
STMND1,+,chr6,17102489,17131603
STOM,-,chr9,124101355,124132531
STOML1,-,chr15,74275547,74286963
STOML2,-,chr9,35099888,35103154
STOML3,-,chr13,39540062,39565203
STON1,+,chr2,48756522,48826025
STON1-GTF2A1L,+,chr2,48757064,49003654
STON2,-,chr14,81727000,81902809
STOX1,+,chr10,70587298,70655188
STOX2,+,chr4,184774584,184944679
STPG1,-,chr1,24683489,24743424
STPG2,-,chr4,98105244,99064391
STPG2-AS1,+,chr4,98288077,98411315
STRA13,-,chr17,79976578,79981983
STRA6,-,chr15,74471807,74504608
STRA8,+,chr7,134916731,134943244
STRADA,-,chr17,61780192,61819330
STRADB,+,chr2,202252581,202345569
STRADBP1,-,chr7,150209647,150210927
STRAP,+,chr12,16035325,16056412
STRBP,-,chr9,125871779,126030855
STRC,-,chr15,43891596,44010458
STRCP1,-,chr15,43991686,44010382
STRIP1,+,chr1,110574199,110617263
STRIP2,+,chr7,129074274,129128240
STRN,-,chr2,37070783,37193615
STRN3,-,chr14,31363005,31495607
STRN4,-,chr19,47222764,47250251
STS,+,chrX,7137497,7272851
STSP1,+,chrY,17659096,17705211
STT3A,+,chr11,125461607,125495110
STT3A-AS1,-,chr11,125440180,125462473
STT3B,+,chr3,31574130,31679112
STUB1,+,chr16,730224,732870
STX10,-,chr19,13254872,13261197
STX11,+,chr6,144471663,144509507
STX12,+,chr1,28099694,28150963
STX16,+,chr20,57226328,57254582
STX16-NPEPL1,+,chr20,57226490,57290466
STX17,+,chr9,102668915,102732618
STX18,-,chr4,4417469,4544073
STX18-AS1,+,chr4,4543858,4712665
STX18-IT1,-,chr4,4477848,4483427
STX19,-,chr3,93733213,93747454
STX1A,-,chr7,73113536,73134002
STX1B,-,chr16,31000577,31021949
STX2,-,chr12,131274145,131323811
STX3,+,chr11,59480929,59573354
STX4,+,chr16,31044210,31054296
STX5,-,chr11,62574369,62599560
STX6,-,chr1,180941861,180992047
STX7,-,chr6,132767006,132834337
STX8,-,chr17,9153788,9479908
STXBP1,+,chr9,130374544,130457460
STXBP2,+,chr19,7701767,7712759
STXBP3,+,chr1,109289296,109352148
STXBP4,+,chr17,53046088,53241646
STXBP5,+,chr6,147525561,147706866
STXBP5-AS1,-,chr6,147163037,147525750
STXBP5L,+,chr3,120626919,121143608
STXBP6,-,chr14,25278862,25519503
STYK1,-,chr12,10771538,10826917
STYX,+,chr14,53196898,53241716
STYXL1,-,chr7,75625656,75677322
SUB1,+,chr5,32531739,32604185
SUB1P1,+,chr8,11647514,11647897
SUB1P2,+,chr14,74772128,74772766
SUB1P3,-,chr16,4612815,4613129
SUB1P4,+,chr16,23548382,23548877
SUCLA2,-,chr13,48510622,48612125
SUCLA2-AS1,+,chr13,48575525,48576688
SUCLA2P1,+,chr6,30436659,30438028
SUCLA2P2,-,chr2,76333142,76334450
SUCLA2P3,-,chr2,25302770,25304558
SUCLG1,-,chr2,84650647,84687169
SUCLG2,-,chr3,67410884,67705038
SUCLG2P2,+,chr12,94942017,94943312
SUCLG2P4,+,chr5,29001867,29003464
SUCNR1,+,chr3,151591431,151602405
SUCO,+,chr1,172501489,172580971
SUDS3,+,chr12,118814185,118855840
SUDS3P1,+,chr5,177398317,177399282
SUFU,+,chr10,104263744,104393292
SUGCT,+,chr7,40174575,40900362
SUGP1,-,chr19,19386827,19431653
SUGP2,-,chr19,19101697,19144832
SUGT1,+,chr13,53226844,53275044
SUGT1P2,+,chr3,32794402,32795393
SUGT1P3,-,chr13,41482295,41495910
SULF1,+,chr8,70378859,70573150
SULF2,-,chr20,46285092,46415360
SULT1A1,-,chr16,28616903,28634946
SULT1A2,-,chr16,28603264,28608430
SULT1A3,+,chr16,30205754,30215631
SULT1A4,+,chr16,29467127,29476300
SULT1B1,-,chr4,70586880,70653679
SULT1C2,+,chr2,108905095,108926371
SULT1C2P1,+,chr2,108938694,108970255
SULT1C3,+,chr2,108863651,108881807
SULT1C4,+,chr2,108994367,109004513
SULT1D1P,-,chr4,70657590,70679606
SULT1E1,-,chr4,70676498,70725870
SULT2A1,-,chr19,48373723,48389654
SULT2B1,+,chr19,49055332,49102682
SULT4A1,-,chr22,44220389,44258398
SULT6B1,-,chr2,37394963,37423741
SUMF1,-,chr3,3742498,4508965
SUMF2,+,chr7,56131695,56148363
SUMO1,-,chr2,203070903,203103331
SUMO1P1,-,chr20,52491791,52492096
SUMO1P2,+,chr1,168867374,168867677
SUMO1P3,+,chr1,160287193,160287496
SUMO1P4,+,chr19,49778376,49778677
SUMO2,-,chr17,73163408,73179078
SUMO2P1,-,chr6,29603837,29604120
SUMO2P10,+,chr3,33118696,33118983
SUMO2P12,+,chr6,12319685,12319824
SUMO2P13,+,chr6,17582265,17582536
SUMO2P14,-,chr7,24628734,24629026
SUMO2P15,+,chr15,41052795,41053072
SUMO2P16,-,chr8,30989055,30989318
SUMO2P17,-,chr17,46952222,46986345
SUMO2P18,-,chr8,98870277,98871175
SUMO2P19,-,chr8,103254268,103254847
SUMO2P2,+,chr9,23632104,23632358
SUMO2P20,-,chr8,70899650,70899932
SUMO2P3,+,chr7,55799837,55800124
SUMO2P4,-,chr5,68364752,68365027
SUMO2P5,+,chr5,74521249,74521493
SUMO2P6,+,chr5,173988779,173989066
SUMO2P7,+,chr17,48313206,48313490
SUMO2P8,-,chr6,108939203,108939488
SUMO3,-,chr21,46225532,46238694
SUMO4,+,chr6,149721495,149722177
SUN1,+,chr7,855528,936072
SUN2,-,chr22,39130730,39190148
SUN3,-,chr7,48026745,48068716
SUN5,-,chr20,31571579,31592239
SUOX,+,chr12,56390964,56400425
SUPT16H,-,chr14,21819631,21852425
SUPT20H,-,chr13,37583449,37633850
SUPT20HL1,+,chrX,24380878,24383541
SUPT20HL2,-,chrX,24328979,24331432
SUPT3H,-,chr6,44777054,45345690
SUPT4H1,-,chr17,56422539,56430454
SUPT5H,+,chr19,39926796,39967310
SUPT6H,+,chr17,26989109,27029697
SUPT7L,-,chr2,27873679,27886676
SUPV3L1,+,chr10,70939988,70968855
SURF1,-,chr9,136218610,136223552
SURF2,+,chr9,136223428,136228045
SURF4,-,chr9,136228325,136242970
SURF6,-,chr9,136197552,136203235
SURF6P1,+,chrY,19304706,19305532
SUSD1,-,chr9,114803065,114937688
SUSD2,+,chr22,24577227,24585078
SUSD3,+,chr9,95820989,95847420
SUSD4,-,chr1,223394161,223537544
SUSD5,-,chr3,33191537,33260707
SUV39H1,+,chrX,48553945,48567403
SUV39H2,+,chr10,14920819,14946314
SUV420H1,-,chr11,67922330,67981295
SUV420H2,+,chr19,55851221,55859488
SUZ12,+,chr17,30264037,30328064
SV2A,-,chr1,149874870,149889434
SV2B,+,chr15,91643180,91844539
SV2C,+,chr5,75378997,75649764
SVEP1,-,chr9,113127531,113342160
SVIL,-,chr10,29746267,30025710
SVILP1,+,chr10,30960495,31006195
SVIP,-,chr11,22835345,22851845
SVOP,-,chr12,109304658,109459045
SVOPL,-,chr7,138279030,138386097
SWAP70,+,chr11,9685624,9774538
SWI5,+,chr9,131037658,131051269
SWSAP1,+,chr19,11485361,11487627
SWT1,+,chr1,185126212,185260897
SYAP1,+,chrX,16737755,16783459
SYBU,-,chr8,110586207,110704020
SYCE1,-,chr10,135367404,135382876
SYCE1L,+,chr16,77233294,77247112
SYCE2,-,chr19,13009600,13030090
SYCE3,-,chr22,50989541,51001334
SYCN,-,chr19,39693471,39694906
SYCP1,+,chr1,115397424,115537991
SYCP2,-,chr20,58438618,58508710
SYCP2L,+,chr6,10748027,10979553
SYCP3,-,chr12,102122426,102133250
SYDE1,+,chr19,15218214,15225799
SYDE2,-,chr1,85622556,85666729
SYF2,-,chr1,25549170,25558993
SYF2P1,-,chr14,31010982,31011394
SYF2P2,+,chr9,35010700,35011282
SYK,+,chr9,93564069,93660831
SYMPK,-,chr19,46318668,46366548
SYN1,-,chrX,47431303,47479252
SYN2,+,chr3,12045876,12232900
SYN3,-,chr22,32908539,33454358
SYNC,-,chr1,33145507,33169197
SYNCRIP,-,chr6,86318053,86353510
SYNDIG1,+,chr20,24449835,24647252
SYNDIG1L,-,chr14,74872596,74892805
SYNE1,-,chr6,152442819,152958936
SYNE1-AS1,+,chr6,152701681,152702699
SYNE2,+,chr14,64319683,64693165
SYNE3,-,chr14,95883831,95942173
SYNE4,-,chr19,36494209,36499695
SYNGAP1,+,chr6,33387847,33421466
SYNGR1,+,chr22,39745930,39781593
SYNGR2,+,chr17,76164639,76169608
SYNGR3,+,chr16,2039661,2044276
SYNGR4,+,chr19,48867652,48879633
SYNJ1,-,chr21,34001069,34100359
SYNJ2,+,chr6,158402888,158520208
SYNJ2-IT1,+,chr6,158422139,158423415
SYNJ2BP,-,chr14,70838148,70883778
SYNJ2BP-COX16,-,chr14,70793069,70883701
SYNM,+,chr15,99638420,99675798
SYNPO,+,chr5,149980642,150038782
SYNPO2,+,chr4,119809996,119982402
SYNPO2L,-,chr10,75404639,75423561
SYNPR,+,chr3,63213991,63602597
SYNPR-AS1,-,chr3,63409272,63535727
SYNRG,-,chr17,35874900,35969544
SYP,-,chrX,49044269,49056718
SYP-AS1,+,chrX,49055425,49058913
SYPL1,-,chr7,105730949,105753022
SYPL2,+,chr1,110009180,110024759
SYS1,+,chr20,43990577,44005438
SYS1-DBNDD2,+,chr20,43991840,44039250
SYT1,+,chr12,79257773,79845788
SYT10,-,chr12,33527173,33592754
SYT11,+,chr1,155829300,155854990
SYT12,+,chr11,66774249,66818334
SYT13,-,chr11,45261852,45307870
SYT14,+,chr1,210111538,210337636
SYT14L,-,chr4,68926312,68929015
SYT15,-,chr10,46955444,46971400
SYT16,+,chr14,62453803,62568431
SYT17,+,chr16,19179293,19279652
SYT2,-,chr1,202559724,202679545
SYT3,-,chr19,51124564,51171651
SYT4,-,chr18,40847843,40857615
SYT5,-,chr19,55682567,55691809
SYT6,-,chr1,114631913,114696541
SYT7,-,chr11,61282785,61348620
SYT8,+,chr11,1848709,1858751
SYT9,+,chr11,7260009,7490273
SYTL1,+,chr1,27668513,27680421
SYTL2,-,chr11,85405267,85522184
SYTL3,+,chr6,159071046,159185908
SYTL4,-,chrX,99929488,99987110
SYTL5,+,chrX,37865835,37988072
SYVN1,-,chr11,64889252,64902004
SZRD1,+,chr1,16679070,16724640
SZT2,+,chr1,43855553,43918321
SZT2-AS1,-,chr1,43913447,43914315
T,-,chr6,166571144,166582188
TAAR1,-,chr6,132966123,132967142
TAAR2,-,chr6,132938161,132945414
TAAR3,-,chr6,132929364,132930441
TAAR4P,-,chr6,132915537,132916575
TAAR5,-,chr6,132909731,132910877
TAAR6,+,chr6,132891461,132892498
TAAR7P,+,chr6,132880163,132880404
TAAR8,+,chr6,132873832,132874860
TAAR9,+,chr6,132859429,132860470
TAB1,+,chr22,39795746,39833065
TAB2,+,chr6,149539777,149732749
TAB3,-,chrX,30845559,30993201
TAB3-AS1,+,chrX,30852740,30853417
TAB3-AS2,+,chrX,30872438,30872824
TAB3P1,-,chrY,15265842,15274125
TAC1,+,chr7,97361220,97369784
TAC3,-,chr12,57403784,57422667
TAC4,-,chr17,47915671,47925379
TACC1,+,chr8,38585704,38710546
TACC1P1,+,chr10,37811939,37833629
TACC2,+,chr10,123748689,124014060
TACC3,+,chr4,1723227,1746898
TACO1,+,chr17,61678231,61685725
TACR1,-,chr2,75273590,75426826
TACR2,-,chr10,71163659,71176623
TACR3,-,chr4,104507188,104640973
TACSTD2,-,chr1,59041099,59043166
TADA1,-,chr1,166825747,166845564
TADA2A,+,chr17,35766965,35839835
TADA2B,+,chr4,7043626,7059679
TADA3,-,chr3,9821544,9834695
TAF1,+,chrX,70586114,70752224
TAF10,-,chr11,6627526,6633898
TAF11,-,chr6,34845555,34855866
TAF12,-,chr1,28915835,28969597
TAF13,-,chr1,109605108,109618624
TAF13P2,+,chr2,74578261,74578546
TAF15,+,chr17,34136459,34191619
TAF1A,-,chr1,222731244,222763275
TAF1B,+,chr2,9983483,10074545
TAF1C,-,chr16,84211458,84220669
TAF1D,-,chr11,93463114,93517557
TAF1L,-,chr9,32629452,32635667
TAF2,-,chr8,120743015,120845103
TAF3,+,chr10,7860467,8058590
TAF4,-,chr20,60528525,60640866
TAF4B,+,chr18,23805900,23971649
TAF5,+,chr10,105127724,105148822
TAF5L,-,chr1,229728858,229761794
TAF6,-,chr7,99704693,99717464
TAF6L,+,chr11,62538775,62554814
TAF7,-,chr5,140698057,140700330
TAF7L,-,chrX,100523241,100548059
TAF8,+,chr6,42018251,42055199
TAF9,-,chr5,68646811,68665840
TAF9B,-,chrX,77385245,77395203
TAF9BP1,+,chr3,25796416,25797161
TAF9BP2,+,chr10,116569134,116570929
TAF9P1,+,chrY,19740393,19741282
TAF9P2,-,chrY,20438493,20439381
TAF9P3,+,chr19,30528192,30528318
TAGAP,-,chr6,159455500,159466184
TAGLN,+,chr11,117070037,117075498
TAGLN2,-,chr1,159887897,159895522
TAGLN2P1,-,chr8,107709655,107710241
TAGLN3,+,chr3,111717511,111732734
TAL1,-,chr1,47681962,47697892
TAL2,+,chr9,108424738,108425367
TALDO1,+,chr11,747329,765024
TAMM41,-,chr3,11831916,11888393
TANC1,+,chr2,159825146,160089170
TANC2,+,chr17,61086917,61505060
TANGO2,+,chr22,20004537,20053449
TANGO6,+,chr16,68877507,69119083
TANK,+,chr2,161993419,162092732
TAOK1,+,chr17,27717482,27878922
TAOK2,+,chr16,29984962,30003582
TAOK3,-,chr12,118587606,118810750
TAP1,-,chr6,32812986,32821755
TAP2,-,chr6,32789610,32806557
TAPBP,-,chr6,33267471,33282164
TAPBPL,+,chr12,6560856,6575683
TAPSAR1,+,chr6,32811863,32814272
TAPT1,-,chr4,16162128,16229033
TAPT1-AS1,+,chr4,16228286,16321763
TARBP1,-,chr1,234527059,234614849
TARBP2,+,chr12,53894705,53900215
TARDBP,+,chr1,11072414,11085796
TARDBPP1,-,chr20,6181636,6182838
TARDBPP2,+,chr13,60848910,60850140
TARM1,-,chr19,54573149,54584634
TARS,+,chr5,33440802,33469644
TARS2,+,chr1,150459887,150480078
TARS2P1,-,chr4,136486272,136488312
TARSL2,-,chr15,102193801,102264807
TAS1R1,+,chr1,6615241,6639817
TAS1R2,-,chr1,19166093,19186176
TAS1R3,+,chr1,1266694,1270686
TAS2R1,-,chr5,9629109,9712490
TAS2R10,-,chr12,10977916,10978957
TAS2R13,-,chr12,11060525,11062161
TAS2R14,-,chr12,11090005,11324172
TAS2R15,-,chr12,11117024,11117951
TAS2R16,-,chr7,122634759,122635754
TAS2R18,-,chr12,11311384,11312293
TAS2R19,-,chr12,11174218,11175219
TAS2R20,-,chr12,11149094,11150474
TAS2R2P,+,chr7,12530721,12531630
TAS2R3,+,chr7,141463897,141464997
TAS2R30,-,chr12,11285557,11287243
TAS2R31,-,chr12,11182986,11184006
TAS2R38,-,chr7,141672431,141673573
TAS2R39,+,chr7,142880512,142881528
TAS2R4,+,chr7,141478242,141479235
TAS2R40,+,chr7,142919130,142920162
TAS2R41,+,chr7,143174966,143175889
TAS2R42,-,chr12,11338599,11339543
TAS2R43,-,chr12,11243886,11244912
TAS2R46,-,chr12,11213964,11214893
TAS2R5,+,chr7,141490017,141491166
TAS2R50,-,chr12,11138512,11139511
TAS2R6,+,chr7,141487615,141488440
TAS2R60,+,chr7,143140546,143141502
TAS2R62P,+,chr7,143134127,143135066
TAS2R63P,-,chr12,11200931,11201855
TAS2R64P,-,chr12,11229368,11231770
TAS2R67P,-,chr12,11332272,11333061
TAS2R7,-,chr12,10954131,10955226
TAS2R8,-,chr12,10958650,10959892
TAS2R9,-,chr12,10961693,10962767
TASP1,-,chr20,13246709,13619587
TAT,-,chr16,71599563,71611033
TATDN1,-,chr8,125500726,125551699
TATDN1P1,+,chr10,64981915,64982805
TATDN2,+,chr3,10289707,10322902
TATDN2P1,+,chrX,44143162,44145492
TATDN2P2,-,chr6,159030738,159042668
TATDN2P3,+,chr13,23817659,23821323
TATDN3,+,chr1,212965170,212989968
TAX1BP1,+,chr7,27778950,27884183
TAX1BP3,-,chr17,3566196,3571976
TAZ,+,chrX,153639854,153650065
TBATA,-,chr10,72530995,72545157
TBC1D1,+,chr4,37892708,38140796
TBC1D10A,-,chr22,30687979,30723035
TBC1D10B,-,chr16,30368423,30381585
TBC1D10C,+,chr11,67171386,67177560
TBC1D12,+,chr10,96162261,96295687
TBC1D13,+,chr9,131549483,131572711
TBC1D14,+,chr4,6910969,7034845
TBC1D15,+,chr12,72233487,72320629
TBC1D16,-,chr17,77906142,78009647
TBC1D17,+,chr19,50380682,50392005
TBC1D19,+,chr4,26578059,26756973
TBC1D2,-,chr9,100961311,101017915
TBC1D20,-,chr20,416124,443197
TBC1D21,+,chr15,74165949,74181555
TBC1D22A,+,chr22,47158518,47571336
TBC1D22B,+,chr6,37225548,37300746
TBC1D23,+,chr3,99979844,100044095
TBC1D24,+,chr16,2525147,2555735
TBC1D25,+,chrX,48397845,48420997
TBC1D26,+,chr17,15635561,15649476
TBC1D27,-,chr17,16826229,16838153
TBC1D28,-,chr17,18538319,18565263
TBC1D29,+,chr17,28884130,28890511
TBC1D2B,-,chr15,78276378,78370066
TBC1D3,-,chr17,36337711,36358166
TBC1D30,+,chr12,65174589,65274812
TBC1D31,+,chr8,124054208,124164393
TBC1D32,-,chr6,121400640,121655891
TBC1D3B,-,chr17,34493061,34503996
TBC1D3C,-,chr17,34580902,34757050
TBC1D3F,+,chr17,36283971,36294915
TBC1D3G,-,chr17,34745936,34808104
TBC1D3H,-,chr17,34581086,34808061
TBC1D3P1,-,chr17,58085798,58094859
TBC1D3P1-DHX40P1,-,chr17,58039724,58096413
TBC1D3P2,-,chr17,60342066,60353016
TBC1D3P3,-,chr17,20446794,20454276
TBC1D3P4,+,chr17,18296794,18304275
TBC1D3P5,+,chr17,25744716,25758649
TBC1D3P6,+,chr1,16316366,16321246
TBC1D3P7,+,chr17,39479679,39485797
TBC1D4,-,chr13,75858808,76056250
TBC1D4-AS1,-,chr13,75949647,75951430
TBC1D5,-,chr3,17198654,18486309
TBC1D7,-,chr6,13266774,13328815
TBC1D8,-,chr2,101624079,101869328
TBC1D8B,+,chrX,106045910,106119375
TBC1D9,-,chr4,141541919,141677274
TBC1D9B,-,chr5,179289066,179334859
TBCA,-,chr5,76986991,77164604
TBCAP1,+,chrX,33059512,33059838
TBCAP2,-,chr1,15018625,15019109
TBCAP3,-,chr4,99830688,99830999
TBCB,+,chr19,36605191,36616849
TBCC,-,chr6,42712219,42714558
TBCCD1,-,chr3,186263862,186288332
TBCD,+,chr17,80709940,80900724
TBCE,+,chr1,235530675,235612283
TBCE-AS1,-,chr1,235582830,235590298
TBCEL,+,chr11,120894781,120961484
TBCK,-,chr4,106962756,107242652
TBK1,+,chr12,64845660,64895888
TBKBP1,+,chr17,45771447,45789416
TBL1X,+,chrX,9431335,9687780
TBL1XR1,-,chr3,176737143,176915261
TBL1XR1-AS1,+,chr3,176762649,176765711
TBL1Y,+,chrY,6778727,6959724
TBL1YP1,+,chrY,22889140,22904786
TBL2,-,chr7,72983262,72993121
TBL3,+,chr16,2022038,2032934
TBP,+,chr6,170863390,170881958
TBPL1,+,chr6,134273308,134311570
TBPL2,-,chr14,55880259,55923444
TBR1,+,chr2,162272605,162282381
TBRG1,+,chr11,124492732,124505287
TBRG4,-,chr7,45139699,45151646
TBX1,+,chr22,19744226,19771116
TBX10,-,chr11,67398774,67407031
TBX15,-,chr1,119425669,119532179
TBX18,-,chr6,85397069,85474237
TBX19,+,chr1,168250278,168283664
TBX2,+,chr17,59477257,59486827
TBX20,-,chr7,35242042,35293758
TBX21,+,chr17,45810610,45823485
TBX22,+,chrX,79270255,79287268
TBX3,-,chr12,115108059,115121969
TBX4,+,chr17,59529765,59562471
TBX5,-,chr12,114791736,114846247
TBX5-AS1,+,chr12,114845996,114850636
TBX6,-,chr16,30097114,30103208
TBXA2R,-,chr19,3594504,3606838
TBXAS1,+,chr7,139476850,139720125
TC2N,-,chr14,92246095,92333880
TCAIM,+,chr3,44379611,44450943
TCAM1P,+,chr17,61926652,61941739
TCAP,+,chr17,37820440,37822808
TCEA1,-,chr8,54879112,54935089
TCEA1P1,+,chr9,99830031,99830910
TCEA1P2,+,chr3,37317087,37318089
TCEA1P4,-,chr9,32979558,32980401
TCEA2,+,chr20,62681189,62703700
TCEA3,-,chr1,23707554,23751233
TCEAL1,+,chrX,102883632,102885881
TCEAL2,+,chrX,101380660,101382683
TCEAL3,+,chrX,102862379,102884618
TCEAL3-AS1,-,chrX,102881004,102881420
TCEAL4,+,chrX,102831159,102842657
TCEAL4P1,-,chr13,37316015,37316602
TCEAL5,-,chrX,102528619,102531800
TCEAL6,-,chrX,101395448,101397942
TCEAL7,+,chrX,102585124,102587254
TCEAL8,-,chrX,102507923,102510131
TCEANC,+,chrX,13671225,13700083
TCEANC2,+,chr1,54519260,54578192
TCEB1,-,chr8,74851404,74884522
TCEB1P10,-,chrY,26153058,26153384
TCEB1P11,-,chrY,28137388,28137719
TCEB1P12,+,chrY,20230369,20230696
TCEB1P13,+,chrY,20602683,20603011
TCEB1P14,+,chrY,20949636,20949966
TCEB1P15,+,chrY,24214967,24215298
TCEB1P16,+,chrY,25824651,25824982
TCEB1P17,+,chrY,28007090,28007415
TCEB1P18,-,chr1,68841010,68841346
TCEB1P19,+,chr1,89294785,89295102
TCEB1P2,+,chr15,41849225,41849633
TCEB1P20,+,chr1,116099447,116100096
TCEB1P21,-,chr2,71183029,71183364
TCEB1P22,-,chr11,120490643,120490976
TCEB1P23,+,chr13,79062317,79062648
TCEB1P24,-,chrX,155208657,155208990
TCEB1P26,-,chrY,20340818,20341146
TCEB1P28,+,chr19,2538108,2538786
TCEB1P29,-,chr19,9293045,9293724
TCEB1P3,+,chr10,10216193,10216540
TCEB1P30,-,chr10,44236885,44237798
TCEB1P31,-,chr12,21600479,21601248
TCEB1P32,-,chr12,117683356,117683969
TCEB1P33,+,chr4,39934074,39935181
TCEB1P34,+,chrY,27809047,27809373
TCEB1P35,-,chrY,19576759,19577094
TCEB1P4,+,chrY,9068524,9068856
TCEB1P5,-,chrY,23793569,23793901
TCEB1P6,-,chrY,19949081,19949408
TCEB1P7,-,chrY,20694212,20694542
TCEB1P8,-,chrY,24663389,24663720
TCEB1P9,-,chrY,25954968,25955206
TCEB2,-,chr16,2821415,2827298
TCEB2P1,-,chr13,25939937,25940293
TCEB2P2,-,chr11,129902759,129903115
TCEB2P3,+,chr2,49007741,49008034
TCEB2P4,-,chr10,34777511,34777806
TCEB3,+,chr1,24069645,24088549
TCEB3B,-,chr18,44558943,44561988
TCEB3C,-,chr18,44554573,44556449
TCEB3CL,-,chr18,44548658,44550534
TCEB3CL2,-,chr18,44542731,44544607
TCERG1,+,chr5,145826874,145891524
TCERG1L,-,chr10,132890654,133109984
TCERG1L-AS1,+,chr10,132893481,132894040
